"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-02 21:00","2022","11","02","21:00","","6.1","","-3.8","","49","","","","36","","9","","24.1","","101.96","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-02 22:00","2022","11","02","22:00","","1.4","","-3.0","","73","","","","21","","7","","24.1","","101.98","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-02 23:00","2022","11","02","23:00","","1.1","","-3.2","","73","","","","34","","4","","24.1","","101.97","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 00:00","2022","11","03","00:00","","0.0","","-3.2","","79","","","","","","0","","24.1","","101.98","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 01:00","2022","11","03","01:00","","-1.0","","-3.7","","82","","","","","","0","","24.1","","101.99","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 02:00","2022","11","03","02:00","","-1.7","","-3.5","","88","","","","34","","4","","24.1","","101.95","","","","-3","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 03:00","2022","11","03","03:00","","0.2","","-3.8","","75","","","","35","","8","","24.1","","101.90","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 04:00","2022","11","03","04:00","","-1.9","","-3.8","","87","","","","","","0","","24.1","","101.91","","","","","","Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 05:00","2022","11","03","05:00","","-2.2","","-3.5","","91","","","","","","0","","24.1","","101.89","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 06:00","2022","11","03","06:00","","-2.4","","-3.5","","92","","","","","","0","","48.3","","101.87","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 07:00","2022","11","03","07:00","","-2.3","","-3.8","","89","","","","","","0","","48.3","","101.86","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 08:00","2022","11","03","08:00","","1.2","","-0.9","","86","","","","","","0","","48.3","","101.86","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 09:00","2022","11","03","09:00","","4.5","","-1.8","","64","","","","","","0","","48.3","","101.81","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 10:00","2022","11","03","10:00","","8.0","","-0.2","","56","","","","24","","13","","48.3","","101.74","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 11:00","2022","11","03","11:00","","8.6","","0.6","","57","","","","21","","10","","48.3","","101.69","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 12:00","2022","11","03","12:00","","10.3","","0.5","","51","","","","21","","12","","48.3","","101.58","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 13:00","2022","11","03","13:00","","11.9","","1.4","","48","","","","25","","18","","48.3","","101.47","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 14:00","2022","11","03","14:00","","12.7","","1.1","","45","","","","24","","12","","48.3","","101.41","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 15:00","2022","11","03","15:00","","13.3","","2.0","","46","","","","26","","12","","48.3","","101.37","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 16:00","2022","11","03","16:00","","11.0","","3.6","","60","","","","22","","4","","48.3","","101.30","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 17:00","2022","11","03","17:00","","8.7","","3.0","","68","","","","24","","3","","24.1","","101.28","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 18:00","2022","11","03","18:00","","7.0","","3.1","","76","","","","21","","4","","24.1","","101.26","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 19:00","2022","11","03","19:00","","5.5","","2.4","","80","","","","24","","7","","24.1","","101.22","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 20:00","2022","11","03","20:00","","6.8","","3.2","","78","","","","25","","13","","24.1","","101.20","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 21:00","2022","11","03","21:00","","7.6","","3.8","","77","","","","25","","9","","24.1","","101.22","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 22:00","2022","11","03","22:00","","5.0","","2.8","","85","","","","19","","4","","24.1","","101.25","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-03 23:00","2022","11","03","23:00","","3.8","","2.4","","91","","","","19","","7","","24.1","","101.22","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 00:00","2022","11","04","00:00","","4.2","","3.5","","95","","","","20","","13","","24.1","","101.26","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 01:00","2022","11","04","01:00","","3.7","","3.1","","96","","","","20","","4","","24.1","","101.28","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 02:00","2022","11","04","02:00","","4.0","","3.5","","96","","","","","","0","","24.1","","101.27","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 03:00","2022","11","04","03:00","","3.4","","3.2","","99","","","","","","0","","24.1","","101.28","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 04:00","2022","11","04","04:00","","2.1","","2.0","","99","","","","13","","5","","24.1","","101.27","","","","","","Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 05:00","2022","11","04","05:00","","2.3","","2.1","","99","","","","","","0","","24.1","","101.29","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 06:00","2022","11","04","06:00","","0.8","","0.7","","99","","","","36","","3","","24.1","","101.30","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 07:00","2022","11","04","07:00","","0.5","","0.4","","99","","","","5","","4","","24.1","","101.34","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 08:00","2022","11","04","08:00","","4.5","","4.4","","100","","","","36","","3","","24.1","","101.36","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 09:00","2022","11","04","09:00","","7.8","","6.5","","91","","","","","","0","","32.2","","101.36","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 10:00","2022","11","04","10:00","","12.4","","7.0","","69","","","","24","","14","","40.2","","101.35","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 11:00","2022","11","04","11:00","","14.8","","6.4","","57","","","","25","","15","","40.2","","101.28","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 12:00","2022","11","04","12:00","","15.9","","6.4","","53","","","","26","","16","","40.2","","101.18","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 13:00","2022","11","04","13:00","","14.9","","7.2","","60","","","","25","","9","","40.2","","101.12","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 14:00","2022","11","04","14:00","","14.8","","7.2","","60","","","","26","","11","","40.2","","101.06","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 15:00","2022","11","04","15:00","","15.1","","7.5","","60","","","","25","","9","","40.2","","101.05","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 16:00","2022","11","04","16:00","","14.2","","6.9","","61","","","","20","","7","","40.2","","100.95","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 17:00","2022","11","04","17:00","","10.4","","6.3","","75","","","","","","0","","24.1","","100.95","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 18:00","2022","11","04","18:00","","9.1","","5.3","","77","","","","2","","3","","24.1","","100.94","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 19:00","2022","11","04","19:00","","8.2","","5.9","","86","","","","36","","5","","24.1","","100.93","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 20:00","2022","11","04","20:00","","6.4","","5.3","","93","","","","","","0","","24.1","","100.92","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 21:00","2022","11","04","21:00","","5.6","","4.3","","92","","","","31","","4","","24.1","","100.92","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 22:00","2022","11","04","22:00","","5.6","","4.5","","93","","","","30","","4","","24.1","","100.86","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-04 23:00","2022","11","04","23:00","","6.3","","4.2","","87","","","","28","","4","","24.1","","100.82","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 00:00","2022","11","05","00:00","","9.1","","6.1","","81","","","","25","","11","","24.1","","100.81","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 01:00","2022","11","05","01:00","","9.2","","6.3","","82","","","","25","","12","","24.1","","100.83","","","","","","Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 02:00","2022","11","05","02:00","","8.8","","6.4","","85","","","","23","","12","","24.1","","100.84","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 03:00","2022","11","05","03:00","","6.8","","5.6","","92","","","","22","","7","","24.1","","100.78","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 04:00","2022","11","05","04:00","","8.7","","7.1","","90","","","","26","","11","","24.1","","100.77","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 05:00","2022","11","05","05:00","","8.5","","6.9","","90","","","","25","","13","","24.1","","100.77","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 06:00","2022","11","05","06:00","","10.0","","7.7","","86","","","","25","","17","","24.1","","100.76","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 07:00","2022","11","05","07:00","","10.9","","8.3","","84","","","","25","","16","","24.1","","100.76","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 08:00","2022","11","05","08:00","","12.7","","9.5","","81","","","","25","","17","","24.1","","100.75","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 09:00","2022","11","05","09:00","","15.2","","10.9","","75","","","","25","","16","","24.1","","100.77","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 10:00","2022","11","05","10:00","","17.7","","11.4","","66","","","","25","","17","","24.1","","100.75","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 11:00","2022","11","05","11:00","","20.2","","11.5","","57","","","","23","","31","","24.1","","100.72","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 12:00","2022","11","05","12:00","","21.0","","12.0","","56","","","","24","","33","","24.1","","100.68","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 13:00","2022","11","05","13:00","","21.9","","11.8","","52","","","","24","","22","","24.1","","100.62","","","","","","Mainly Clear"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 14:00","2022","11","05","14:00","","22.3","","12.1","","52","","","","24","","22","","24.1","","100.60","","25","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 15:00","2022","11","05","15:00","","21.1","","11.9","","56","","","","23","","16","","24.1","","100.59","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 16:00","2022","11","05","16:00","","18.3","","11.9","","66","","","","25","","9","","48.3","","100.62","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 17:00","2022","11","05","17:00","","17.7","","11.8","","68","","","","21","","5","","24.1","","100.64","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 18:00","2022","11","05","18:00","","17.0","","11.7","","70","","","","","","0","","24.1","","100.62","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 19:00","2022","11","05","19:00","","14.8","","11.7","","82","","","","","","0","","24.1","","100.60","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 20:00","2022","11","05","20:00","","14.2","","11.5","","84","","","","31","","4","","24.1","","100.61","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 21:00","2022","11","05","21:00","","13.6","","10.9","","84","","","","22","","3","","24.1","","100.59","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 22:00","2022","11","05","22:00","","14.8","","12.0","","83","","","","","","0","","24.1","","100.57","","","","","","Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-05 23:00","2022","11","05","23:00","","14.0","","11.7","","86","","","","","","0","","24.1","","100.54","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 00:00","2022","11","06","00:00","","13.5","","11.3","","87","","","","6","","4","","24.1","","100.48","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 01:00","2022","11","06","01:00","","12.9","","11.5","","91","","","","33","","3","","24.1","","100.45","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 02:00","2022","11","06","02:00","","12.6","","11.3","","92","","","","7","","4","","24.1","","100.40","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 03:00","2022","11","06","03:00","","12.8","","11.6","","92","","","","","","0","","24.1","","100.41","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 04:00","2022","11","06","04:00","","12.4","","10.9","","91","","","","","","0","","24.1","","100.40","","","","","","Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 05:00","2022","11","06","05:00","","18.1","","12.9","","71","","","","23","","13","","24.1","","100.41","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 06:00","2022","11","06","06:00","","18.9","","12.8","","68","","","","23","","16","","24.1","","100.41","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 07:00","2022","11","06","07:00","","18.0","","13.7","","76","","","","23","","11","","40.2","","100.43","","","","","","Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 08:00","2022","11","06","08:00","","18.9","","14.1","","73","","","","23","","22","","40.2","","100.43","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 09:00","2022","11","06","09:00","","19.6","","14.0","","70","","","","24","","20","","40.2","","100.43","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 10:00","2022","11","06","10:00","","17.3","","15.4","","88","","","","26","","25","","3.2","","100.51","","","","","","Rain Showers,Fog"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 11:00","2022","11","06","11:00","","16.9","","15.6","","92","","","","23","","21","","24.1","","100.51","","","","","","Rain Showers"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 12:00","2022","11","06","12:00","","16.7","","13.3","","80","","","","24","","23","","48.3","","100.53","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 13:00","2022","11","06","13:00","","15.9","","12.6","","81","","","","27","","13","","48.3","","100.50","","","","","","Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 14:00","2022","11","06","14:00","","16.3","","13.4","","83","","","","22","","11","","48.3","","100.51","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 15:00","2022","11","06","15:00","","16.8","","12.8","","77","","","","22","","11","","48.3","","100.47","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 16:00","2022","11","06","16:00","","16.7","","11.7","","72","","","","23","","20","","48.3","","100.49","","","","","","Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 17:00","2022","11","06","17:00","","15.7","","11.3","","75","","","","23","","14","","24.1","","100.49","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 18:00","2022","11","06","18:00","","14.8","","11.6","","81","","","","24","","13","","24.1","","100.50","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 19:00","2022","11","06","19:00","","15.1","","12.0","","82","","","","27","","9","","24.1","","100.49","","","","","","Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 20:00","2022","11","06","20:00","","14.4","","12.0","","85","","","","24","","13","","24.1","","100.41","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 21:00","2022","11","06","21:00","","12.6","","11.4","","93","","","","23","","8","","24.1","","100.41","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 22:00","2022","11","06","22:00","","13.7","","11.9","","88","","","","26","","8","","24.1","","100.42","","","","","","Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-06 23:00","2022","11","06","23:00","","13.9","","12.0","","88","","","","23","","10","","24.1","","100.40","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-07 00:00","2022","11","07","00:00","","14.2","","12.1","","87","","","","23","","15","","24.1","","100.39","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-07 01:00","2022","11","07","01:00","","13.6","","11.5","","87","","","","25","","14","","24.1","","100.39","","","","","","Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-07 02:00","2022","11","07","02:00","","13.3","","11.0","","86","","","","24","","10","","24.1","","100.38","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-07 03:00","2022","11","07","03:00","","13.4","","10.7","","84","","","","25","","13","","24.1","","100.34","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-07 04:00","2022","11","07","04:00","","12.5","","10.4","","87","","","","24","","11","","24.1","","100.31","","","","","","Mostly Cloudy"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-07 05:00","2022","11","07","05:00","","11.8","","10.0","","89","","","","22","","10","","24.1","","100.27","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-07 06:00","2022","11","07","06:00","","12.6","","9.5","","81","","","","23","","18","","24.1","","100.24","","","","","","NA"
"-71.39","46.79","QUEBEC INTL A","7016293","2022-11-07 07:00","2022","11","07","07:00","","12.4","","8.7","","78","","","","24","","27","","48.3","","100.20","","","","","","Mainly Clear"
